Title,Location,Company,Salary,Sponsored,Description
Manager - Oracle Fusion HCM Cloud,"Hyderabad, Telangana",Sutherland,,Sponsored,"Job Description

Sutherland is seeking an attentive and goal-oriented person to join us as in our ESG ERP APPS team with specific concentration in Oracle Fusion HCM Cloud Functional expertise. We are a group of dynamic and driven individuals. If you are looking to build a fulfilling career and are confident you have the skills and experience to help us succeed, we want to work with you!

Responsibilities:

·· · Keep Management Updated: Should be able to report the status and keep the team/management updated.
Impact the Bottom Line: Produce solid and effective strategies based on accurate analysis and/or keen observations
Define Sutherland’s reputation: Oversee and manage performance and service quality to guarantee customer satisfaction
Strengthen Relationships: Establish and maintain communication with clients and/or team members; understand needs, resolve issues, and meet expectations
Take the Lead: Work closely with Business users to gather the requirements and should be able to work independently by taking the lead to design and deploy the work developed.


Qualifications
Our most successful candidates will have:
Bachelor’s/Master's in computer science, Engineering or a related field
Ability to work with clients to understand detailed requirements and design solutions that meet client needs and vision
Take a user-centered design approach and rapidly test and iterate your designs.
To succeed in this position, you must:
·· · Able to understand our business requirements, System functionality and provide appropriate solutions
Have problem-solving aptitude
Excellent written and oral communication skills
Good Presentation Skills
At least 4+ years of knowledge of working in Oracle Fusion HCM, and overall work experience of 8-12 years
Ability to work with clients to understand detailed requirements and design solutions that meet client needs and vision
Take a user-centered design approach and rapidly test and iterate your designs
Have worked on at least 1 End-End Data conversion in an implementation Project.
Should have hands on Experience on complete Inbound and Outbound Integration using HCM Data Loader (HDL), Spreadsheet Data Loader and also using BIP Reports and HCM Extracts.
Should have vast experience in reporting with OTBI & BIP reports especially for Goal Management, Performance Management & Workforce Compensation modules.
Should have a working experience on Approval Rules configuration and Personalization.
· · Should be having good hands on experience in setting up the system for Implementation from Data conversion perspective.
· · Having a Core HR Functional Knowledge is a must.
· · Having expertise on ticketing tools like Service Now is an added advantage.
· · Should have good communication skills to interact with Business to gather requirements."
Data Scientist,"Noida, Uttar Pradesh",AnalyticsJobs.in,,Organic,"We are looking to hire a data scientist who will work with various cross-functional teams such as product, marketing, engineering, sales and customer success to develop and deliver data structures, statistical models, reports and deep-dive analysis that will provide actionable recommendations for our business. We are looking for a problem solver with strong analytical and problem-solving skills who has a good understanding of statistics and machine learning, and able to work on projects from conceptualization to execution.
What is the Job like?
Work with a team of high performing data science professionals, and cross-functional business partners to identify business opportunities, optimize marketing campaigns, drive product road map or go to market strategy
Build automated data dashboards and visualizations to deliver business insights to the senior leadership team
Understand business problems and provide data-driven solutions for those problems
Develop statistical models and data-driven solutions to add lift to key performance metrics
Initiate and drive projects to completion with minimal guidance
Who should apply for this role?
Bachelors or Master’s degree in a quantitative discipline - Statistics, Operations Research, Computer Science, Engineering, Economics etc
4+ years of experience working in data science or business analytics role
Experience working with large amounts of data using SQL, Python, R or other statistical packages
Experience working in a Unix/Linux environment for automating processes with shell scripting
Experience programming in Python, Java or other programming languages
Experience in data dashboarding and visualization tool like Tableau
Experience in machine learning techniques like regression analysis, decision tree etc. a plus
Job Type: Fresher"
Data Scientist III,"Mumbai, Maharashtra",General Mills,,Organic,"General Mills is seeking a Data Scientist to join a new data science team in the Global Business Solutions (shared services organization) that is tasked with collaborating with and enabling existing functional data science and analytics teams. This team also provides data science expertise and services to advance initiatives around demand forecasting, text classification, operational analytics, and machine learning to name just a few. It is also responsible for curating a community of practice to determine the best standards and practices around data science at General Mills

Develop novel ways to help business partners achieve objectives through analysis & modelling
Think outside the box to identify & test new sources of information that unlock new business value
Curate and connect external data sets for broad enterprise-wide analytic usage
Be a storyteller to explain the ‘why & how’ of your data driven recommendations to cross-functional teams
Engineer features by using your business acumen to bin, aggregate, pivot or encode data for optimal results
Utilize machine learning to create repeatable, dynamic & scalable models
Have passion to advocate and educate on the value and importance of data driven decision making & analytical methods
Identify and develop long-term data science processes, frameworks, tools, and standards
Be a part of the team, collaborate, ask questions, engage and solicit feedback from other Data Scientists
Consultation, Collaborates with technical teams like development and infrastructure.
Able to explore, troubleshoot on niche technologies and provide automation solutions\
Experienced in proposing ROI based solutions to business"
Analyst Data Scientist,"Mumbai, Maharashtra",Camsdata,,Organic,"Build an in-depth understanding of the problem domain and available data assets
Research, design, implement, and evaluate machine learning approaches and models
Perform ad-hoc exploratory statistics /data mining tasks on diverse datasets - small scale to big data
Participate in data architecture and engineering decision-making to support analytics
Take initiative in evaluating and adapting new approaches from data science research
Investigate data visualization and summarization techniques for conveying key findings
Communicate findings and obstacles to stakeholders to help drive the delivery to market
Code your solutions (this is a hands-on position requiring strong programming skills)
Key Requirements:
Professional experience as a data scientist or a related software engineering role
Graduate degree (MS) in mathematics, computer science or other quantitative discipline
Thorough understanding of probability and statistics, Bayesian methods, time series analysis
Strong programming skills (in any language)
Great communication skills, team player, self-starter, demonstrated strong work ethic
Desire to use modern technologies as a disruptive influence within the Finance domain
Preferred:
Expertise in Statistics, Empirical Data Analysis, Machine Learning or Natural Language Processing
Experience and in-depth knowledge of Python and other modern programming languages
Experience in a specialized statistical computing environment, preferably R
Experience in practical data processing, data mining, text mining and information retrieval tasks
Experience in scalable data management tools - Relational and NoSQL databases
Knowledge of Big Data architectures a strong plus
Knowledge of Pythons data analysis and machine learning libraries a strong plus
Exp: 3 to 8 yrs
Location: Bangalore/Mumbai/Hyderabad/Chennai/Pune/NCR"
Research Data Scientist,"Bengaluru, Karnataka",Analytics Quotient,,Organic,"KEY RESPONSIBILITIES
Contribute to the strategic development of AQ analytics and create blueprints.
Design and deliver innovative, state-of-the-art machine learning products and platforms in-line with AQ’s go-to-market strategy.
Research new or adapt existing machine learning approaches to provide decision support to some of the leading marketers in the world.
Be involved across all the different stages: from data discovery/generation and feature engineering to model building and prototype design.
Partner with various stakeholders (within AQ as well as the larger Kantar organization) to innovatively answer key business questions.
Empower the growing AQ community to generate value from existing data assets.
Frame optimal analytical solutions to business problems by leveraging the latest developments in Machine Learning.
Be a thought-leader, keeping up with the academic and industry trends.
ESSENTIAL SKILLS & QUALITIES
Excellent theoretical understanding of machine learning concepts and practice.
Experience in various statistical and machine learning models.
Strong expertise in one of the following - Bayesian Modelling, Classification Models, Cluster Analysis, Neural Networks, Non-parametric Methods, Timeseries Models, Stochastic/ Markov Models, NLP etc.
Proficiency in statistical and other tools/languages – preferably R/ Python.
Knowledge of numerical optimisation methods.
Knowledge of NLP and related solutions.
QUALIFICATIONS
Graduate degree in Applied Statistics, Mathematics, or Computer Science from a premier institute.
4 years of experience building cutting edge analytic solutions from scratch.
SALARY & OTHER DETAILS
Salary including benefits will be based on prior experience & qualifications and will match industry standards.

To apply, please write to careers@aqinsights.com, stating the job ID you are applying for along with your resume."
Health Economics & Outcomes Research (HE&OR) Associate,"Vadodara, Gujarat","KMK Consulting, Inc.",,Organic,"KMK is a global data analytics and technology consulting company empowering leaders across the Life Sciences industries to make better data-driven decisions.
Our data analytics and software platforms support data science, commercial operations, real world evidence, and cloud information management. We help to optimize business strategy and operations by delivering cutting edge analytics from the broadest set of data sources, combined with deep technical and domain expertise. We enable commercial excellence delivering analytical guidance to the field through SalesOps™, our cloud-based sales planning and operations platform. We are leaders in managing data using the latest cloud information management and big data technologies.
We have more than 180 employees worldwide, are growing rapidly, and are proud to count a number of the top 10 global Life Sciences companies as our customers. We serve clients with a high-touch on-site and onshore presence, leveraged by a global delivery platform.
Job Overview:
We are currently seeking an experienced Health Economics & Outcomes Research (HE&OR) Associate. This position is responsible for the scientific and methodological aspects of all observational database analytics and evidence synthesis with minimal supervision.
Job Description
Provide consultation on all aspects of internal RWE databases studies/analyses including objectives, study design, data source identification, protocol development, statistical analysis and interpretation.
Execute RWE studies/analyses by SAS based on claim database, EMR database, registry data and public used files.
Generate high quality, readily interpretable deliverables (e.g., data tables, graphs, charts, study reports).
Develop mock table shells, prepare specifications, and ensure quality control on analyses conducted by junior programmers.
Effective manage and track all studies/analyses to ensure timelines are met and all stakeholders aware of project status.
Effectively communicate research findings internally and externally, as appropriate (e.g., congresses, publications)
Ensure latest methodologies and analytical techniques are implemented.
Contribute to the continuing education of relevant line functions on RWE methodologies.
Requirements
Minimum MS in statistics, biostatistics, epidemiology, health economics and outcomes research, health policy, or similar.
At least 2 years' hands-on experience in observational data studies.
Professional programming skills with SAS. SQL and R programming experience are plus.
Excellent interpersonal communication and study management skills.
Ability to take detailed HE&OR study results and communicate them in a clear, non-technical manner to internal cross-functional teams, using language that resonates with the teams, while maintaining the integrity of key findings.
Ability to work effectively in a constantly changing, diverse, and matrix environment.
Ability to proactively identify new opportunities and solutions
Strong working knowledge of the Microsoft Office Suite (Word, PowerPoint, Excel)
Qualifications:
Positive attitude/interested: Good candidates care about the result and how the result be used. They are willing to spend more time to explore more in addition to what is requested. They are able to readily take ownership of responsibilities
Good problem-solving/critical thinking skills: Good candidates are able to understand problems clearly. They ask the right questions, break problems down into hypotheses and propose solutions in a coherent manner.
Solid programming and analytical skills: Good candidates demonstrate competence in the application of statistical techniques and professional in programming which includes good programming habit and self-QC process.
Good communication skills: Good candidates are able to take detailed study results and communicate them in a clear, non-technical manner to internal cross-functional teams, using language that resonates with the teams, while maintaining the integrity of key findings.
Great at time and task management: Good candidates are able to estimate the amount of time needed to complete a task, communicate this to client clearly and deliver it on time.
Quick learning capability/Self-motivated: Good candidates have the ability to learn new technologies on their own.
Good team player
Technical requirements:
Preferred MS in statistics, biostatistics, epidemiology, computer science, or other quantitative analysis fields.
Demonstrated competence in the application of statistical techniques, such as hypothesis testing, regression analysis, machine learning, etc..
Professional programming skills with SAS and SQL. R and/or Python programming experience is plus.
Strong working knowledge of the Microsoft Office Suite (Word, PowerPoint, Excel).
About KMK consulting Inc
KMK Consulting brings together a range of functional competencies in marketing science, market research, forecasting and sales force effectiveness to provide our biopharma clients with fully integrated solutions that support their commercial success.
GmJxUJmo0u"
Data Scientist,"Coimbatore, Tamil Nadu",Techunity Software Systems,,Organic,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data,
and help us make smarter decisions to deliver even better products. Your primary focus will be in applying data mining techniques,
doing statistical analysis, and building high quality prediction systems integrated with our products.
Responsibilities:
Selecting features, building and optimizing classifiers using machine learning techniques
Data mining using state-of-the-art methods
Extending company’s data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing, cleansing, and verifying the integrity of data used for analysis
Doing ad-hoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Skills and Qualifications:
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.
Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc .
Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL, Hive, Pig
Experience with NoSQL databases, such as MongoDB, Cassandra, HBase
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Good scripting and programming skills
Data-oriented personality
Job Type: Full-time
Experience:
work: 3 years (Preferred)
total work: 4 years (Preferred)
Education:
Bachelor's (Preferred)"
Manager - Data Science,"Mumbai, Maharashtra",CRISIL Limited,,Organic,"KEY ROLES & RESPONSIBILITIES
1. Excellent statistical skills.
2. Knowledge of predictive modeling like Classification, regression, Neural networks
3. Demonstrated problem solving skills.
4. Excellent data analytics skills
5. Experience with SQL and python programming.
6. Strong communication skills; adept at collaborating with client, business and technical stakeholders.
7. Good Knowledge of Banking domain
8. Leadership skills
a. Ability to guide and mentor team of data scientists
b. Drive innovation

Preferred technology stack: SQL, python, R, Jupiter, Tensorflow
JOB DUTIES
Managing the End-end delivery of projects
Understanding and documentation of client requirement
Development and validation of predictive models using ML/AI
Guiding and mentoring the team
MINIMUM & PREFERRED EDUCATION
MCA/BE/Msc (Statistic)/M.tect/B.Tect
MINIMUM & PREFERRED EXPERIENCE / SKILLS
5-8 years of related experience, Advanced degree and related experience preferred


Job Segment: Data Management, Data, Research"
Machine Learning Application Programming,"Ludhiana, Punjab",Bonsmat Group,,Organic,"Application Programming,Business/Systems Analysis,Quality Assurance/,Software Engineer
Software development in Python, Java ,C and C++
Machine Learning in the Dynamic in-put and out-put data analytics and training's .
Improving the accuracy and optimization of the Probability Multi-domain classifier.
Good knowledge of all Machine Learning Libraries and Packages required.
The Multi-domain Machine Learning requires R&D as well Skills Python, C, C++, Java , NLP, Machine Learning, Research and Development, Classification, Probability,
Hands on expertise in Artificial Intelligence, Machine Learning, Neural Networks, Human- Robot/Human -Computer interaction, data science, applied mathematics and Computer Vision.
Exposure to IOT, big data interpretation/crunching to unleash the power of data, generate predictions which can help automated solutions for improved user experiences.
Develop and design algorithms and frameworks in terms of API to leverage this data.
Server side Apache Mahout, Tom-Cat, and all Big data Full Hands on expertise !
Job Type: Full-time
Salary: ₹250,000.00 to ₹350,000.00 /year
Experience:
Machine Learning: 1 year (Required)"
Data Scientist,"Bengaluru, Karnataka",Razorpay,,Organic,"Data Scientist / Sr. Data scientist

At Razorpay, we rely on insightful data to power our systems and solutions. We’re seeking experienced data scientists to deliver those insights to us on a daily basis. Our ideal team member will have the mathematical and statistical expertise you’d expect, along with natural curiosity and creative mind that’s not so easy to find. As you mine, interpret, and clean the data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden with the ultimate goal of realizing the data’s full potential. You are expected to bring in a strong experience of using a variety of data mining methods and tools in building models and running simulations. You must have a proven ability to drive business results with data-based insights and more importantly you should be comfortable working with a wide range of stakeholders and functional teams. You will be instrumental in helping the business continue its evolution into an analytical and data-driven culture.

Roles & Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Develop a use case roadmap for a problem area or capability for the business. Frame the business problem into a Data Science or modelling problem.
Extract data from multiple sources. Mine and analyze data from company databases to drive optimization and improvement of product.
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products.
Enhance data collection procedures to include information that is relevant for building analytic systems. Processing, cleansing, and verifying the integrity of data used for analysis. Undertake preprocessing of structured and unstructured data.
Run data exploration to understand relationships and patterns within the data, develop data visualisation to represent and be able to demonstrate the relationships identified from data exploration.
Data mining using state-of-the-art methods. Selecting features, building and optimizing classifiers using machine learning techniques.
Refine and deepen understanding of the algorithmic and inferential aspects of statistical analysis. Evaluate new algorithms from latest research and develop intuition about the problems for which they are likely to improve the state of the practice.
Build training pipelines for the production environment. Develop and execute on a plan for continuous iteration and refinement of a new model.
Provide inputs for design, quality assurance parameters and support implementation for the model in online environment.
Provide inputs and determine infra requirements and infra management for model deployment.
Lead debugging of data pipelines and model behaviour in production environment.Develop dashboards to enable easy tracking and communication of model impact.

Desired Skills & Experience
We’re looking for someone with 5-7 years of experience manipulating data sets and building statistical models, with a Bachelor’s/Master’s/PhD degree in Statistics, Mathematics, Computer Science or another quantitative field, from any of the top-tier colleges.
Data-oriented personality. Strong problem solving skills with an emphasis on product development.
Great communication skills. Excellent written and verbal communication skills for coordinating across teams.
Good applied statistics skills such as distributions, statistical testing, regression.
Good scripting and programming skills. Experience using statistical computer languages, Python, R, SQL to manipulate data and draw insights from large data sets. Familiarity with Scala, Golang or Java is an asset.
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, artificial neural networks and their real-world advantages or drawbacks. Knowledge of deep learning techniques is a plus.
Experience with common data science toolkits such as R, NumPy, MatLab, Pandas, Scikit-learn, TensorFlow, Keras etc.
Experience with data visualisation tools such as D3.js, GGplot.
Proficiency in using query languages such as SQL.
Experience with NoSQL databases such as MongoDB, Cassandra, HBase is desired.
Experience with distributed data/computing tools like Map/Reduce, Hadoop, Hive, Spark is a big plus."
Data Engineer,"Bengaluru, Karnataka",TVS,,Organic,"Job Description / Responsibilities
Build workflows to ensure data extraction quality and storage into our backend data store
Architect, build and train ML/AI models that can predict outcomes and report on anomalies.
Design data pipelines to perform ETL on content/data from multiple types of source systems.
Create data analytics views using RDBMS/Key-Value stores, on private and public/cloud
Create software that is well tested, maintainable, extensible and scales out with large data
Minimum Qualifications:
2+ years of software development with Python
2+ years of SQL (MySQL/Postgres) and Key-Value databases
1+ years of experience with scikit
2+ years of experience in data extraction, data transformation using custom Python/Java
Experience working with MapReduce/Hadoop/kafka/Elastic stack
Experience with Node backend and React/Redux
Experience working with git/mercurial, Amazon/Google cloud, Linux/LAMP stack
Experience in testing or test driven development
Experience with Data science and Machine Learning algorithm development
Location:
Hyderabad/Bangalore
Package:
Highly competitive to match experience and capability"
Java Application Developer - Product Organization,"Pune, Maharashtra","Avocado Systems, LLP",,Sponsored,"Job Summary
As a Senior Backend Developer at Avocado Systems, you will be responsible for architecting and building backend Java applications to support our groundbreaking cyber security platform.
Responsibilities and Duties
Design, architect, and build complex Java applications to digest information from large datasets
Lead engineering discussions, technical evaluations, design reviews, and other project discussions
Work with other engineers, Architecture, Product Management, and QA teams to develop innovative solutions that meet business needs with respect to functionality, performance, scalability, reliability, realistic implementation schedules and alignment to development principles and product goals
Qualifications and Skills
5+ years of experience in software design and development, solid foundation in computer science with strong competencies in data structures, algorithms, and software design
5+ years of hands-on experience in Java, Spring Boot, JSON, REST Web Services
Strong experience with relational databases (MySQL, Oracle DB) a major plus.
Experience working in a Product Development a plus.
Experience in using source control systems such as Git or SVN, issue tracking systems like JIRA
Ability to adapt to changing business priorities and to thrive under pressure
BS or equivalent in Computer Science, Computer Engineering, or related field. Masters' a major plus.
Experience in Agile & Lean product development
Job Type: Full-time
Experience:
Java: 5 years (Preferred)
Education:
Bachelor's (Required)
Benefits:
Paid leaves / Leave encashment
Flexible work hours
Industry:
Software Development"
Analyst - Analytics,"Mumbai, Maharashtra",Colgate-Palmolive,,Sponsored,"Relocation Assistance Offered Within Country
# 81680 - Mumbai, Maharashtra, India
The incumbent will be responsible for supporting Colgate’s data management processes and standard reporting. In addition, conduct first level analysis of reports for Colgate business functions at global, division and hub (country clusters) levels. The incumbent must be an analytic thinker with the ability to work with large data sets, detail-oriented, problem solver, collaborative and customer-oriented (proactive and responsive to stakeholder needs).

Primary Responsibility
Create standard reports per agreed to SLAs and respond to ad hoc requests for reporting and first level analysis.
Supports market data harmonization process set up and business as usual across all CP/Hill’s countries and categories working with external strategic partners as appropriate.
Manage market data validation processes and tools and investigate significant differences from what was previously reported.
Communicate and coordinate with Divisions and subsidiaries as part of investigation and resolution of discrepancies.
Update and manage master data sets.
Assist with change management needs (e.g., training, communications, etc.) as part of roll-out and ongoing support of market data reporting tools and processes.
Ready to work closely with business partners across geographies

Performance / Skill Criteria
Mandatory
Intermediate knowledge of Excel (i.e., standard functions – aggregation, pivots, look ups, etc.)
Intermediate Knowledge of data processing and visualization tools (R, Python & Tableau )
Good understanding of Trade – Direct, Indirect & Retail, Distribution Models
High level of comfort with large sets of data and attend to detail s and passion for accuracy
Problem-solver, with analytic thinking and ability to apply root cause analysis
Ability to prioritize multiple work assignments and meet deadlines

Good to Have
Experience with third-party data i.e., syndicated market data, Point of Sales, etc.
Working knowledge of consumer packaged goods industry
Understanding of Colgate’s/Hill’s processes, and tools supporting analytics (for internal candidates)
Willingness and ability to experiment with new tools and techniques
Good facilitation and project management skills
Ability to maintain personal composure and tactfully handle difficult situations.

Required Experience / Education
Bachelor of Engineering / Sciences
4+ years of experience
Proficient in Reporting and/or Budgeting

Equal Opportunity Employer
Colgate is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity, sexual orientation, national origin, ethnicity, age, disability, marital status, veteran status (United States positions), or any other characteristic protected by law.
Are you interested in working for Colgate-Palmolive? You can apply online and attach all relevant documents such as a cover letter and resume or CV. Applications received by e-mail are not considered in the selection process. Become part of our team. We look forward to your application.
Colgate-Palmolive is a leading global consumer products company, tightly focused on Oral Care, Personal Care, Home Care and Pet Nutrition. Colgate sells its products in over 200 countries and territories around the world under such internationally recognized brand names as Colgate, Palmolive, elmex, Tom’s of Maine, Sorriso, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sanex, Elta MD, PCA Skin, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet and Hill’s Prescription Diet.
For more information about Colgate’s global business, visit the Company’s web site at http://www.colgatepalmolive.com. To learn more about Colgate Bright Smiles, Bright Futures® oral health education program, please visit http://www.colgatebsbf.com. To learn more about Hill's and the Hill’s Food, Shelter & Love program please visit http://www.hillspet.com. To learn more about Tom’s of Maine please visit http://www.tomsofmaine.com.
Reasonable accommodation during the application process is available for persons with disabilities. Please contact Application_Accommodation@colpal.com with the subject ""Accommodation Request"" should you require accommodation."
Software Engineer 2,"Bengaluru, Karnataka",PayPal,,Sponsored,"Who you are
You take pride in your work.
You have experience in developing a system from the ground up.
You understand back-end services.
You understand that scalability is not a single dimension.
You have great communication skills.
You are comfortable with the Agile development model.
Flexible and adaptive to the changing circumstances.
Show pride of ownership and strive for excellence in everything they do.
What you’ll be doing
Design, development, and testing of features/functions delivered via applications and services.
Collaborating with peers and seniors both within their team and across the organization
Working with product managers using agile methodologies to deliver high quality solutions on time.
Working with operations teams to ensure your applications and services are highly available and reliable.
Support your applications and/or services as and when required on a 24x7 basis
Successful GPDS team engineers will:
Be driven to get results and not let anything get in your way
Be proactive and anticipate/handle most issues before they blowup
Exhibit a strong backbone and challenge the status quo when needed
Demonstrate a high level of curiosity and keep abreast of the latest technologies
Develop web applications and tools for the effective management and operation of the framework.
Analyze and improve stability, efficiency, and scalability of the platform.
Collaborate with architects, engineers, and business on product design and feature.
You should have
2+ years of proven development experience
Proficient Java/J2EE skills.
Experience with application frameworks such as Node.js.
Knowledge of algorithms and design patterns.
Experience with relational databases, NoSQL databases.
Experience with messaging platforms such as Kafka.
Experience with front end design.
Knowledge/experience with big data technologies (Spark, HBase, HIVE, etc).
An thorough understanding of the service-oriented architecture (SOA).
BS in Computer Science or related degree required (MS preferred), in Computer Science, Engineering or closely related quantitative discipline.
Job_Description_Summary: The Global Product Data Services (GPDS) is a newly formed team in the Payments organization under Customer Experiences and Technology. Its vision is to “Provide Enterprise Product Data at lower cost and better quality”. To achieve this vision, we are looking for people with a passion and curiosity to solve customer problems with data. The internal stakeholders for the Program include, but are not limited to, PayPal Inc.’s Product Teams, Accounting and Finance, Sales, Risk, Customer Service, Treasury and Strategy Teams. Our External stakeholders include Regulators, Customers, Third Party Service Providers and Banks. We are looking for motivated and experienced engineers to join a highly skilled team of experienced professionals, which believe in best-of-breed software craftsmanship, clean and elegant coding, using the right tool for the job, and always exploring and learning new technologies and approaches. This position is a strong Full Stack Software Engineer to join us in creating a system that raises the quality of our financial systems.
Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
Data Scientist- Supply Chain Analytics,"Hyderabad, Telangana",Procter & Gamble,,Sponsored,"Are you looking to take your career to the next level?
Do you love diving into data sets? Would you love telling stories and helping others see the benefit of data-based decision-making? We are passionate about understanding data and want more people who know how to use that data in the best way to guide our decisions.

“Do something that matters”. With us you will:
Information Technology uses information and business knowledge to craft innovative solutions that change the way P&G runs business. Data Science & Analytics is the group within IT. It covers the strategy, architecture, management, governance of the Company’s data, applying advanced analytics and big data methods to drive unique and actionable insight.
We are one of the most advanced Data Science teams in the industry. We develop advanced mathematical models, analytics and algorithms while applying Operations Research techniques.
Do you have passion for technology and desire to learn and grow continuously? With us your career will build your Data Science and Analytics skills, develop your ability to influence, think strategically and provide you a breadth of experience. Whether you do Analytics for Marketing, Sales, Supply Chain.
Passionate about Analytics: the ability to mine terabytes of data, develop models and algorithms to derive actionable insights, and then translate those insights into business is essential in our work. In this role you will provide consulting services to P&G business units in Europe, India, Middle East and Africa. We use mathematical modeling, decision analysis and simulation to provide business insights to various aspects of the supply network (supply chain design, inventory modeling, capacity analysis, distribution flow and purchasing analytics). You will get to know a wide variety of supply chains and influence multi-million dollar decisions. You will act as primary evangelist for the power of technology, data, and predictive and prescriptive analysis.
Effective communicators, self-motivated and able to drive insights into actions that improve business results. Interpersonal and communication skills are needed to thrive in a multifunctional leadership team. Your role is to communicate complex data or algorithms into simple conclusions that empower others to act based on the insights.
Technically Capable: We are looking for Data Scientists who “get their hands dirty”. We use data visualization (Spotfire, Tableau, Power BI), and analytic tools (KNIME, R, Python, SAS, JMP, Hive/Impala) to grasp the business building insights in our mountains of data. You should be adept at applying such technologies for solving ad hoc business problems, innovating on potential solutions, and working with technology partners to translate your innovations into robust, scaled, analytic solutions.

Apply if you have:
A Masters in a quantitative degree- Statistics, Operation Research, Systems Engineering, Decisions Sciences, Computer Science, Applied Math, Economics
A minimum of 5 years experience in Data Science, Analytics, or Operations Research
Strong technical & analytical skills in R, SAS, SQL, optimization, simulation, predictive modeling etc
Proven success in leadership, problem solving and priority setting
have passion to transform how decisions are made through ad hoc & scaled application of analytics
have some experience in CPG (FMCG), supply chain, analytics or consulting
can demonstrate success at deriving insight from data and effectively communicating those insights to drive action
Excellent collaboration skills and working comfortably across teams
Excellent communication skills
You'll be at the core of breakthrough innovations, be given exciting assignments, lead initiatives, and take ownership and responsibility, in creative work spaces where new ideas flourish. All the while, you'll receive world-class training to help you become a leader in your field. It is not just about what you'll do, but how you'll feel: welcomed, valued, purposeful, challenged, heard, and inspired. What we offer:
Continuous mentorship – you will collaborate with passionate peers and receive both formal training as well as day-to-day mentoring from your manager
Dynamic and supportive work environment – employees are at the centre, we value every individual and support initiatives, promoting agility and work/life balance."
